,unweighted,accuracy,regression,shapley,loo,crh,entropy
unweighted,,0.001058,4.005e-05,4.005e-05,0.001058,1,4.005e-05
accuracy,0.001058,,4.005e-05,4.005e-05,0.001058,0.001058,4.005e-05
regression,4.005e-05,4.005e-05,,0.001058,0.001058,4.005e-05,0.6346
shapley,4.005e-05,4.005e-05,0.001058,,0.001058,4.005e-05,0.001058
loo,0.001058,0.001058,0.001058,0.001058,,0.001058,0.004509
crh,1,0.001058,4.005e-05,4.005e-05,0.001058,,4.005e-05
entropy,4.005e-05,4.005e-05,0.6346,0.001058,0.004509,4.005e-05,
